lon,lat,timestamp,nextStpId,flags,heading,arrT,isDly,destNm,prdt,nextStaId,line,trDr,rn,nextStaNm,destSt
-87.6686,42.01545,2016-06-20T18:18:05.000Z,30163,None,310,20160620 18:18:04,0,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65493,41.95377,2016-06-20T18:18:05.000Z,30175,None,271,20160620 18:27:32,0,Linden,20160620 18:17:32,40900,p,1,511,Howard,30203
-87.65313,41.93276,2016-06-20T18:18:05.000Z,30231,None,359,20160620 18:18:12,0,Linden,20160620 18:17:12,41210,p,1,512,Wellington,30203
-87.63595,41.89678,2016-06-20T18:18:05.000Z,30155,None,307,20160620 18:22:28,0,Linden,20160620 18:17:28,40800,p,1,513,Sedgwick,30203
-87.66662,42.01352,2016-06-20T18:18:05.000Z,30106,None,149,20160620 18:22:14,0,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67954,42.03346,2016-06-20T18:18:05.000Z,30164,None,157,20160620 18:18:45,0,Loop,20160620 18:17:45,40840,p,5,515,South Boulevard,30203
-87.63365,41.87695,2016-06-20T18:18:05.000Z,30007,None,307,20160620 18:19:29,0,Linden,20160620 18:17:29,40040,p,5,517,Quincy,30203
-87.68559,42.06395,2016-06-20T18:18:05.000Z,30241,None,328,20160620 18:13:15,1,Linden,20160620 18:12:15,41250,p,1,518,Central,30203
-87.63274,41.88573,2016-06-20T18:18:05.000Z,30074,None,89,20160620 18:18:52,0,Linden,20160620 18:17:52,40380,p,5,519,Clark/Lake,30203
-87.65312,41.93251,2016-06-20T18:18:05.000Z,30236,None,176,20160620 18:19:12,0,Loop,20160620 18:17:12,41220,p,5,520,Fullerton,30203
-87.65985,41.9998,2016-06-20T18:19:05.000Z,30106,None,149,20160620 18:22:22,0,Loop,20160620 18:18:22,40540,p,5,505,Wilson,30203
-87.6816,42.04165,2016-06-20T18:19:05.000Z,30010,None,346,20160620 18:20:34,0,Linden,20160620 18:18:34,40050,p,1,508,Davis,30203
-87.67226,42.01854,2016-06-20T18:19:05.000Z,30163,None,309,20160620 18:17:01,0,Linden,20160620 18:16:01,40840,p,1,509,South Boulevard,30203
-87.6686,42.01545,2016-06-20T18:19:05.000Z,30163,None,310,20160620 18:18:04,0,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65678,41.95535,2016-06-20T18:19:05.000Z,30163,None,358,20160620 18:28:13,0,Linden,20160620 18:18:13,40840,p,1,511,South Boulevard,30203
-87.65329,41.93658,2016-06-20T18:19:05.000Z,30257,None,357,20160620 18:19:32,0,Linden,20160620 18:18:32,41320,p,1,512,Belmont,30203
-87.63657,41.8988,2016-06-20T18:19:05.000Z,30155,None,356,20160620 18:22:58,0,Linden,20160620 18:18:58,40800,p,1,513,Sedgwick,30203
-87.66662,42.01352,2016-06-20T18:19:05.000Z,30106,None,149,20160620 18:22:14,0,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.6789,42.03054,2016-06-20T18:19:05.000Z,30164,None,167,20160620 18:19:20,0,Loop,20160620 18:18:20,40840,p,5,515,South Boulevard,30203
-87.63374,41.87872,2016-06-20T18:19:05.000Z,30141,None,357,20160620 18:19:57,0,Linden,20160620 18:18:57,40730,p,5,517,Washington/Wells,30203
-87.68559,42.06395,2016-06-20T18:19:05.000Z,30241,None,328,20160620 18:13:15,1,Linden,20160620 18:12:15,41250,p,1,518,Central,30203
-87.63089,41.88574,2016-06-20T18:19:05.000Z,30050,None,89,20160620 18:19:18,0,Linden,20160620 18:18:18,40260,p,5,519,State/Lake,30203
-87.65287,41.92505,2016-06-20T18:19:05.000Z,30128,None,178,20160620 18:20:36,0,Loop,20160620 18:18:36,40660,p,5,520,Armitage,30203
-87.65915,41.99279,2016-06-20T18:20:05.000Z,30106,None,176,20160620 18:22:40,0,Loop,20160620 18:19:40,40540,p,5,505,Wilson,30203
-87.68354,42.04771,2016-06-20T18:20:05.000Z,30101,None,3,20160620 18:21:58,0,Linden,20160620 18:19:58,40520,p,1,508,Foster,30203
-87.67226,42.01854,2016-06-20T18:20:05.000Z,30163,None,309,20160620 18:17:01,0,Linden,20160620 18:16:01,40840,p,1,509,South Boulevard,30203
-87.6686,42.01545,2016-06-20T18:20:05.000Z,30163,None,310,20160620 18:18:04,0,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65678,41.95535,2016-06-20T18:20:05.000Z,30163,None,358,20160620 18:28:13,0,Linden,20160620 18:18:13,40840,p,1,511,South Boulevard,30203
-87.65341,41.9407,2016-06-20T18:20:05.000Z,30163,None,358,20160620 18:35:55,0,Linden,20160620 18:19:55,40840,p,1,512,South Boulevard,30203
-87.6367,41.90108,2016-06-20T18:20:05.000Z,30155,None,355,20160620 18:21:34,0,Linden,20160620 18:19:34,40800,p,1,513,Sedgwick,30203
-87.66662,42.01352,2016-06-20T18:20:05.000Z,30106,None,149,20160620 18:22:14,0,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67833,42.02761,2016-06-20T18:20:05.000Z,30176,None,170,20160620 18:20:09,0,Loop,20160620 18:19:09,40900,p,5,515,Howard,30203
-87.6338,41.88042,2016-06-20T18:20:05.000Z,30141,None,357,20160620 18:20:55,0,Linden,20160620 18:19:55,40730,p,5,517,Washington/Wells,30203
-87.68559,42.06395,2016-06-20T18:20:05.000Z,30241,None,328,20160620 18:13:15,1,Linden,20160620 18:12:15,41250,p,1,518,Central,30203
-87.62758,41.88574,2016-06-20T18:20:05.000Z,30039,None,90,20160620 18:20:36,0,Linden,20160620 18:19:36,40200,p,5,519,Randolph/Wabash,30203
-87.65274,41.92104,2016-06-20T18:20:05.000Z,30128,None,178,20160620 18:20:59,0,Loop,20160620 18:19:59,40660,p,5,520,Armitage,30203
-87.68562,42.06399,2016-06-20T18:21:05.000Z,30242,None,150,20160620 18:21:59,0,Loop,20160620 18:20:59,41250,p,5,1000,Central,30203
-87.65879,41.98183,2016-06-20T18:21:05.000Z,30106,None,178,20160620 18:22:44,0,Loop,20160620 18:20:44,40540,p,5,505,Wilson,30203
-87.68354,42.04771,2016-06-20T18:21:05.000Z,30101,None,3,20160620 18:21:58,0,Linden,20160620 18:19:58,40520,p,1,508,Foster,30203
-87.67289,42.01906,2016-06-20T18:21:05.000Z,30163,None,309,20160620 18:21:52,0,Linden,20160620 18:20:52,40840,p,1,509,South Boulevard,30203
-87.6686,42.01545,2016-06-20T18:21:05.000Z,30163,None,310,20160620 18:18:04,0,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65848,41.96888,2016-06-20T18:21:05.000Z,30163,None,357,20160620 18:28:59,0,Linden,20160620 18:20:59,40840,p,1,511,South Boulevard,30203
-87.65341,41.9407,2016-06-20T18:21:05.000Z,30163,None,358,20160620 18:35:55,0,Linden,20160620 18:19:55,40840,p,1,512,South Boulevard,30203
-87.63724,41.90927,2016-06-20T18:21:05.000Z,30155,None,358,20160620 18:21:50,0,Linden,20160620 18:20:50,40800,p,1,513,Sedgwick,30203
-87.66662,42.01352,2016-06-20T18:21:05.000Z,30106,None,149,20160620 18:22:14,1,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67408,42.02004,2016-06-20T18:21:05.000Z,30106,None,127,20160620 18:30:38,0,Loop,20160620 18:20:38,40540,p,5,515,Wilson,30203
-87.63387,41.88344,2016-06-20T18:21:05.000Z,30090,None,358,20160620 18:23:14,0,Linden,20160620 18:20:14,40460,p,1,517,Merchandise Mart,30203
-87.68559,42.06395,2016-06-20T18:21:05.000Z,30241,None,328,20160620 18:13:15,1,Linden,20160620 18:12:15,41250,p,1,518,Central,30203
-87.62622,41.88442,2016-06-20T18:21:05.000Z,30132,None,178,20160620 18:22:56,0,Linden,20160620 18:20:56,40680,p,5,519,Adams/Wabash,30203
-87.65264,41.91822,2016-06-20T18:21:05.000Z,30156,None,178,20160620 18:23:16,0,Loop,20160620 18:20:16,40800,p,5,520,Sedgwick,30203
-87.68551,42.0638,2016-06-20T18:22:05.000Z,30011,None,148,20160620 18:23:15,0,Loop,20160620 18:21:15,40050,p,5,1000,Davis,30203
-87.65849,41.97152,2016-06-20T18:22:05.000Z,30106,None,178,20160620 18:22:42,0,Loop,20160620 18:21:42,40540,p,5,505,Wilson,30203
-87.68356,42.05416,2016-06-20T18:22:05.000Z,30078,None,359,20160620 18:22:38,0,Linden,20160620 18:21:38,40400,p,1,508,Noyes,30203
-87.67833,42.02761,2016-06-20T18:22:05.000Z,30052,None,350,20160620 18:22:24,0,Linden,20160620 18:21:24,40270,p,1,509,Main,30203
-87.6686,42.01545,2016-06-20T18:22:05.000Z,30163,None,310,20160620 18:18:04,1,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65859,41.97536,2016-06-20T18:22:05.000Z,30163,None,358,20160620 18:27:50,0,Linden,20160620 18:21:50,40840,p,1,511,South Boulevard,30203
-87.65359,41.94638,2016-06-20T18:22:05.000Z,30175,None,356,20160620 18:34:40,0,Linden,20160620 18:21:40,40900,p,1,512,Howard,30203
-87.6393,41.91041,2016-06-20T18:22:05.000Z,30127,None,269,20160620 18:24:28,0,Linden,20160620 18:21:28,40660,p,1,513,Armitage,30203
-87.66662,42.01352,2016-06-20T18:22:05.000Z,30106,None,149,20160620 18:22:14,1,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67289,42.01906,2016-06-20T18:22:05.000Z,30106,None,129,20160620 18:30:10,0,Loop,20160620 18:21:10,40540,p,5,515,Wilson,30203
-87.63388,41.88411,2016-06-20T18:22:05.000Z,30090,None,358,20160620 18:23:30,0,Linden,20160620 18:21:30,40460,p,1,517,Merchandise Mart,30203
-87.62617,41.88262,2016-06-20T18:22:05.000Z,30132,None,178,20160620 18:22:58,0,Linden,20160620 18:21:58,40680,p,5,519,Adams/Wabash,30203
-87.65252,41.91469,2016-06-20T18:22:05.000Z,30156,None,178,20160620 18:23:31,0,Loop,20160620 18:21:31,40800,p,5,520,Sedgwick,30203
-87.68333,42.05798,2016-06-20T18:23:05.000Z,30011,None,179,20160620 18:23:42,0,Loop,20160620 18:22:42,40050,p,5,1000,Davis,30203
-87.65849,41.97152,2016-06-20T18:23:05.000Z,30106,None,178,20160620 18:22:42,0,Loop,20160620 18:21:42,40540,p,5,505,Wilson,30203
-87.68334,42.05828,2016-06-20T18:23:05.000Z,30241,None,359,20160620 18:24:42,0,Linden,20160620 18:22:42,41250,p,1,508,Central,30203
-87.67954,42.03346,2016-06-20T18:23:05.000Z,30133,None,337,20160620 18:24:54,0,Linden,20160620 18:22:54,40690,p,1,509,Dempster,30203
-87.6686,42.01545,2016-06-20T18:23:05.000Z,30163,None,310,20160620 18:18:04,1,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65897,41.98711,2016-06-20T18:23:05.000Z,30163,None,357,20160620 18:26:36,0,Linden,20160620 18:22:36,40840,p,1,511,South Boulevard,30203
-87.65364,41.95044,2016-06-20T18:23:05.000Z,30163,None,359,20160620 18:34:56,0,Linden,20160620 18:22:56,40840,p,1,512,South Boulevard,30203
-87.64716,41.91043,2016-06-20T18:23:05.000Z,30127,None,299,20160620 18:24:58,0,Linden,20160620 18:22:58,40660,p,1,513,Armitage,30203
-87.66662,42.01352,2016-06-20T18:23:05.000Z,30106,None,149,20160620 18:22:14,1,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67289,42.01906,2016-06-20T18:23:05.000Z,30106,None,129,20160620 18:30:10,0,Loop,20160620 18:21:10,40540,p,5,515,Wilson,30203
-87.63396,41.88759,2016-06-20T18:23:05.000Z,30090,None,359,20160620 18:23:49,0,Linden,20160620 18:22:49,40460,p,1,517,Merchandise Mart,30203
-87.6261,41.8795,2016-06-20T18:23:05.000Z,30166,None,177,20160620 18:24:57,0,Linden,20160620 18:22:57,40850,p,5,519,Harold Washington Library-State/Van Buren,30203
-87.64669,41.91033,2016-06-20T18:23:05.000Z,30156,None,92,20160620 18:23:23,0,Loop,20160620 18:22:23,40800,p,5,520,Sedgwick,30203
-87.68356,42.05416,2016-06-20T18:24:06.000Z,30011,None,179,20160620 18:24:21,0,Loop,20160620 18:23:21,40050,p,5,1000,Davis,30203
-87.65761,41.96436,2016-06-20T18:24:06.000Z,30294,None,164,20160620 18:25:56,0,Loop,20160620 18:23:56,40080,p,5,505,Sheridan,30203
-87.68404,42.06126,2016-06-20T18:24:06.000Z,30241,None,330,20160620 18:25:37,0,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68069,42.03751,2016-06-20T18:24:06.000Z,30133,None,347,20160620 18:24:58,0,Linden,20160620 18:23:58,40690,p,1,509,Dempster,30203
-87.6686,42.01545,2016-06-20T18:24:06.000Z,30163,None,310,20160620 18:18:04,1,Linden,20160620 18:17:04,40840,p,1,510,South Boulevard,30203
-87.65927,41.99776,2016-06-20T18:24:06.000Z,30163,None,359,20160620 18:26:39,0,Linden,20160620 18:23:39,40840,p,1,511,South Boulevard,30203
-87.65364,41.95227,2016-06-20T18:24:06.000Z,30163,None,4,20160620 18:35:21,0,Linden,20160620 18:23:21,40840,p,1,512,South Boulevard,30203
-87.64934,41.91157,2016-06-20T18:24:06.000Z,30127,None,285,20160620 18:25:35,0,Linden,20160620 18:23:35,40660,p,1,513,Armitage,30203
-87.66662,42.01352,2016-06-20T18:24:06.000Z,30106,None,149,20160620 18:22:14,1,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67289,42.01906,2016-06-20T18:24:06.000Z,30106,None,129,20160620 18:30:10,0,Loop,20160620 18:21:10,40540,p,5,515,Wilson,30203
-87.63397,41.88897,2016-06-20T18:24:06.000Z,30137,None,357,20160620 18:25:54,0,Linden,20160620 18:23:54,40710,p,1,517,Chicago,30203
-87.62601,41.87652,2016-06-20T18:24:06.000Z,30166,None,177,20160620 18:24:58,0,Linden,20160620 18:23:58,40850,p,5,519,Harold Washington Library-State/Van Buren,30203
-87.6393,41.91041,2016-06-20T18:24:06.000Z,30138,None,89,20160620 18:26:57,0,Loop,20160620 18:23:57,40710,p,5,520,Chicago,30203
-87.68354,42.04771,2016-06-20T18:25:06.000Z,30134,None,183,20160620 18:26:42,0,Loop,20160620 18:24:42,40690,p,5,1000,Dempster,30203
-87.65519,41.95377,2016-06-20T18:25:06.000Z,30294,None,89,20160620 18:25:45,0,Loop,20160620 18:24:45,40080,p,5,505,Sheridan,30203
-87.68404,42.06126,2016-06-20T18:25:06.000Z,30241,None,330,20160620 18:25:37,0,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.6816,42.04165,2016-06-20T18:25:06.000Z,30010,None,346,20160620 18:26:16,0,Linden,20160620 18:24:16,40050,p,1,509,Davis,30203
-87.67289,42.01906,2016-06-20T18:25:06.000Z,30163,None,309,20160620 18:25:34,0,Linden,20160620 18:24:34,40840,p,1,510,South Boulevard,30203
-87.6658,42.00651,2016-06-20T18:25:06.000Z,30163,None,354,20160620 18:26:43,0,Linden,20160620 18:24:43,40840,p,1,511,South Boulevard,30203
-87.65493,41.95377,2016-06-20T18:25:06.000Z,30175,None,271,20160620 18:34:40,0,Linden,20160620 18:24:40,40900,p,1,512,Howard,30203
-87.65264,41.91803,2016-06-20T18:25:06.000Z,30127,None,358,20160620 18:25:45,0,Linden,20160620 18:24:45,40660,p,1,513,Armitage,30203
-87.66662,42.01352,2016-06-20T18:25:06.000Z,30106,None,149,20160620 18:22:14,1,Loop,20160620 18:16:14,40540,p,5,514,Wilson,30203
-87.67289,42.01906,2016-06-20T18:25:06.000Z,30106,None,129,20160620 18:30:10,0,Loop,20160620 18:21:10,40540,p,5,515,Wilson,30203
-87.63397,41.88897,2016-06-20T18:25:06.000Z,30137,None,357,20160620 18:25:54,0,Linden,20160620 18:23:54,40710,p,1,517,Chicago,30203
-87.6282,41.87691,2016-06-20T18:25:06.000Z,30031,None,267,20160620 18:25:46,0,Linden,20160620 18:24:46,40160,p,5,519,LaSalle/Van Buren,30203
-87.6377,41.91033,2016-06-20T18:25:06.000Z,30138,None,116,20160620 18:26:42,0,Loop,20160620 18:24:42,40710,p,5,520,Chicago,30203
-87.68354,42.04771,2016-06-20T18:26:06.000Z,30134,None,183,20160620 18:26:42,0,Loop,20160620 18:24:42,40690,p,5,1000,Dempster,30203
-87.65519,41.95377,2016-06-20T18:26:06.000Z,30294,None,89,20160620 18:25:45,0,Loop,20160620 18:24:45,40080,p,5,505,Sheridan,30203
-87.68404,42.06126,2016-06-20T18:26:06.000Z,30241,None,330,20160620 18:25:37,0,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68354,42.04771,2016-06-20T18:26:06.000Z,30101,None,3,20160620 18:27:37,0,Linden,20160620 18:25:37,40520,p,1,509,Foster,30203
-87.67833,42.02761,2016-06-20T18:26:06.000Z,30052,None,350,20160620 18:26:14,0,Linden,20160620 18:25:14,40270,p,1,510,Main,30203
-87.66697,42.01397,2016-06-20T18:26:06.000Z,30175,None,318,20160620 18:26:33,0,Linden,20160620 18:25:33,40900,p,1,511,Howard,30203
-87.65678,41.95535,2016-06-20T18:26:06.000Z,30163,None,358,20160620 18:35:25,0,Linden,20160620 18:25:25,40840,p,1,512,South Boulevard,30203
-87.65264,41.91822,2016-06-20T18:26:06.000Z,30235,None,358,20160620 18:27:02,0,Linden,20160620 18:25:02,41220,p,1,513,Fullerton,30203
-87.66987,42.01657,2016-06-20T18:26:06.000Z,30106,None,131,20160620 18:32:38,0,Loop,20160620 18:25:38,40540,p,5,515,Wilson,30203
-87.63563,41.8946,2016-06-20T18:26:06.000Z,30137,None,359,20160620 18:26:54,0,Linden,20160620 18:25:54,40710,p,1,517,Chicago,30203
-87.63365,41.87695,2016-06-20T18:26:06.000Z,30007,None,307,20160620 18:27:54,0,Linden,20160620 18:25:54,40040,p,5,519,Quincy,30203
-87.63708,41.90487,2016-06-20T18:26:06.000Z,30138,None,176,20160620 18:27:11,0,Loop,20160620 18:25:11,40710,p,5,520,Chicago,30203
-87.6816,42.04165,2016-06-20T18:27:06.000Z,30053,None,166,20160620 18:28:18,0,Loop,20160620 18:26:18,40270,p,5,1000,Main,30203
-87.65519,41.95377,2016-06-20T18:27:06.000Z,30258,None,89,20160620 18:30:21,0,Loop,20160620 18:26:21,41320,p,5,505,Belmont,30203
-87.68404,42.06126,2016-06-20T18:27:06.000Z,30241,None,330,20160620 18:25:37,0,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.6835,42.05094,2016-06-20T18:27:06.000Z,30101,None,0,20160620 18:27:49,0,Linden,20160620 18:26:49,40520,p,1,509,Foster,30203
-87.67954,42.03346,2016-06-20T18:27:06.000Z,30133,None,337,20160620 18:28:40,0,Linden,20160620 18:26:40,40690,p,1,510,Dempster,30203
-87.67226,42.01854,2016-06-20T18:27:06.000Z,30163,None,309,20160620 18:27:54,0,Linden,20160620 18:26:54,40840,p,1,511,South Boulevard,30203
-87.65678,41.95535,2016-06-20T18:27:06.000Z,30163,None,358,20160620 18:35:25,0,Linden,20160620 18:25:25,40840,p,1,512,South Boulevard,30203
-87.65286,41.92499,2016-06-20T18:27:06.000Z,30235,None,358,20160620 18:27:42,0,Linden,20160620 18:26:42,41220,p,1,513,Fullerton,30203
-87.66592,42.00868,2016-06-20T18:27:06.000Z,30106,None,178,20160620 18:32:19,0,Loop,20160620 18:26:19,40540,p,5,514,Wilson,30203
-87.66662,42.01352,2016-06-20T18:27:06.000Z,30106,None,149,20160620 18:32:59,0,Loop,20160620 18:26:59,40540,p,5,515,Wilson,30203
-87.63563,41.8946,2016-06-20T18:27:06.000Z,30137,None,359,20160620 18:26:54,0,Linden,20160620 18:25:54,40710,p,1,517,Chicago,30203
-87.63366,41.87698,2016-06-20T18:27:06.000Z,30007,None,336,20160620 18:27:51,0,Linden,20160620 18:26:51,40040,p,5,519,Quincy,30203
-87.63659,41.89909,2016-06-20T18:27:06.000Z,30138,None,176,20160620 18:27:42,0,Loop,20160620 18:26:42,40710,p,5,520,Chicago,30203
-87.68069,42.03751,2016-06-20T18:28:06.000Z,30053,None,167,20160620 18:28:44,0,Loop,20160620 18:27:44,40270,p,5,1000,Main,30203
-87.65519,41.95377,2016-06-20T18:28:06.000Z,30258,None,89,20160620 18:30:21,0,Loop,20160620 18:26:21,41320,p,5,505,Belmont,30203
-87.68404,42.06126,2016-06-20T18:28:06.000Z,30241,None,330,20160620 18:25:37,1,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68356,42.05416,2016-06-20T18:28:06.000Z,30078,None,359,20160620 18:28:13,0,Linden,20160620 18:27:13,40400,p,1,509,Noyes,30203
-87.6816,42.04165,2016-06-20T18:28:06.000Z,30010,None,346,20160620 18:29:58,0,Linden,20160620 18:27:58,40050,p,1,510,Davis,30203
-87.67226,42.01854,2016-06-20T18:28:06.000Z,30163,None,309,20160620 18:27:54,0,Linden,20160620 18:26:54,40840,p,1,511,South Boulevard,30203
-87.65678,41.95535,2016-06-20T18:28:06.000Z,30163,None,358,20160620 18:35:25,0,Linden,20160620 18:25:25,40840,p,1,512,South Boulevard,30203
-87.65287,41.92505,2016-06-20T18:28:06.000Z,30103,None,358,20160620 18:29:04,0,Linden,20160620 18:27:04,40530,p,1,513,Diversey,30203
-87.66194,42.00169,2016-06-20T18:28:06.000Z,30106,None,120,20160620 18:31:41,0,Loop,20160620 18:27:41,40540,p,5,514,Wilson,30203
-87.66662,42.01352,2016-06-20T18:28:06.000Z,30106,None,149,20160620 18:32:59,0,Loop,20160620 18:26:59,40540,p,5,515,Wilson,30203
-87.63595,41.89678,2016-06-20T18:28:06.000Z,30155,None,307,20160620 18:33:19,0,Linden,20160620 18:27:19,40800,p,1,517,Sedgwick,30203
-87.63374,41.87872,2016-06-20T18:28:06.000Z,30141,None,357,20160620 18:28:27,0,Linden,20160620 18:27:27,40730,p,5,519,Washington/Wells,30203
-87.63595,41.89678,2016-06-20T18:28:06.000Z,30091,None,127,20160620 18:30:16,0,Loop,20160620 18:27:16,40460,p,5,520,Merchandise Mart,30203
-87.6789,42.03054,2016-06-20T18:29:06.000Z,30164,None,167,20160620 18:29:47,0,Loop,20160620 18:28:47,40840,p,5,1000,South Boulevard,30203
-87.65493,41.95377,2016-06-20T18:29:06.000Z,30258,None,91,20160620 18:31:58,0,Loop,20160620 18:28:58,41320,p,5,505,Belmont,30203
-87.68404,42.06126,2016-06-20T18:29:06.000Z,30241,None,330,20160620 18:25:37,1,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68334,42.05828,2016-06-20T18:29:06.000Z,30241,None,359,20160620 18:30:17,0,Linden,20160620 18:28:17,41250,p,1,509,Central,30203
-87.68254,42.04473,2016-06-20T18:29:06.000Z,30010,None,337,20160620 18:29:58,0,Linden,20160620 18:28:58,40050,p,1,510,Davis,30203
-87.67226,42.01854,2016-06-20T18:29:06.000Z,30163,None,309,20160620 18:27:54,0,Linden,20160620 18:26:54,40840,p,1,511,South Boulevard,30203
-87.65849,41.9705,2016-06-20T18:29:06.000Z,30175,None,0,20160620 18:35:38,0,Linden,20160620 18:28:38,40900,p,1,512,Howard,30203
-87.65287,41.92505,2016-06-20T18:29:06.000Z,30103,None,358,20160620 18:29:04,0,Linden,20160620 18:27:04,40530,p,1,513,Diversey,30203
-87.65925,41.99711,2016-06-20T18:29:06.000Z,30106,None,177,20160620 18:31:55,0,Loop,20160620 18:28:55,40540,p,5,514,Wilson,30203
-87.66662,42.01352,2016-06-20T18:29:06.000Z,30106,None,149,20160620 18:32:59,0,Loop,20160620 18:26:59,40540,p,5,515,Wilson,30203
-87.63657,41.8988,2016-06-20T18:29:06.000Z,30155,None,356,20160620 18:32:30,0,Linden,20160620 18:28:30,40800,p,1,517,Sedgwick,30203
-87.63387,41.88344,2016-06-20T18:29:06.000Z,30090,None,358,20160620 18:31:44,0,Linden,20160620 18:28:44,40460,p,1,519,Merchandise Mart,30203
-87.63553,41.89051,2016-06-20T18:29:06.000Z,30091,None,179,20160620 18:30:58,0,Loop,20160620 18:28:58,40460,p,5,520,Merchandise Mart,30203
-87.67833,42.02761,2016-06-20T18:30:06.000Z,30176,None,170,20160620 18:30:22,0,Loop,20160620 18:29:22,40900,p,5,1000,Howard,30203
-87.65364,41.94927,2016-06-20T18:30:06.000Z,30258,None,179,20160620 18:31:59,0,Loop,20160620 18:29:59,41320,p,5,505,Belmont,30203
-87.68404,42.06126,2016-06-20T18:30:06.000Z,30241,None,330,20160620 18:25:37,1,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68334,42.05828,2016-06-20T18:30:06.000Z,30241,None,359,20160620 18:30:17,0,Linden,20160620 18:28:17,41250,p,1,509,Central,30203
-87.68354,42.04771,2016-06-20T18:30:06.000Z,30101,None,3,20160620 18:31:11,0,Linden,20160620 18:29:11,40520,p,1,510,Foster,30203
-87.67226,42.01854,2016-06-20T18:30:06.000Z,30163,None,309,20160620 18:27:54,0,Linden,20160620 18:26:54,40840,p,1,511,South Boulevard,30203
-87.65897,41.98711,2016-06-20T18:30:06.000Z,30163,None,357,20160620 18:33:54,0,Linden,20160620 18:29:54,40840,p,1,512,South Boulevard,30203
-87.65313,41.93276,2016-06-20T18:30:06.000Z,30231,None,359,20160620 18:30:57,0,Linden,20160620 18:29:57,41210,p,1,513,Wellington,30203
-87.65915,41.99279,2016-06-20T18:30:06.000Z,30106,None,176,20160620 18:32:26,0,Loop,20160620 18:29:26,40540,p,5,514,Wilson,30203
-87.66662,42.01352,2016-06-20T18:30:06.000Z,30106,None,149,20160620 18:32:59,0,Loop,20160620 18:26:59,40540,p,5,515,Wilson,30203
-87.6367,41.90108,2016-06-20T18:30:06.000Z,30155,None,355,20160620 18:31:10,0,Linden,20160620 18:29:10,40800,p,1,517,Sedgwick,30203
-87.68562,42.06399,2016-06-20T18:30:06.000Z,30203,None,330,20160620 18:31:38,0,Linden,20160620 18:29:38,41050,p,1,518,Linden,30203
-87.63388,41.88411,2016-06-20T18:30:06.000Z,30090,None,358,20160620 18:31:54,0,Linden,20160620 18:29:54,40460,p,1,519,Merchandise Mart,30203
-87.63548,41.8903,2016-06-20T18:30:06.000Z,30074,None,167,20160620 18:31:59,0,Linden,20160620 18:29:59,40380,p,5,520,Clark/Lake,30203
-87.67289,42.01906,2016-06-20T18:31:07.000Z,30106,None,129,20160620 18:39:58,0,Loop,20160620 18:30:58,40540,p,5,1000,Wilson,30203
-87.65357,41.94594,2016-06-20T18:31:07.000Z,30232,None,176,20160620 18:32:20,0,Loop,20160620 18:30:20,41210,p,5,505,Wellington,30203
-87.68404,42.06126,2016-06-20T18:31:07.000Z,30241,None,330,20160620 18:25:37,1,Linden,20160620 18:23:37,41250,p,1,508,Central,30203
-87.68334,42.05828,2016-06-20T18:31:07.000Z,30241,None,359,20160620 18:30:17,0,Linden,20160620 18:28:17,41250,p,1,509,Central,30203
-87.68356,42.05416,2016-06-20T18:31:07.000Z,30078,None,359,20160620 18:31:43,0,Linden,20160620 18:30:43,40400,p,1,510,Noyes,30203
-87.67289,42.01906,2016-06-20T18:31:07.000Z,30163,None,309,20160620 18:31:49,0,Linden,20160620 18:30:49,40840,p,1,511,South Boulevard,30203
-87.65927,41.99776,2016-06-20T18:31:07.000Z,30163,None,359,20160620 18:33:53,0,Linden,20160620 18:30:53,40840,p,1,512,South Boulevard,30203
-87.65313,41.93276,2016-06-20T18:31:07.000Z,30231,None,359,20160620 18:30:57,0,Linden,20160620 18:29:57,41210,p,1,513,Wellington,30203
-87.65879,41.98183,2016-06-20T18:31:07.000Z,30106,None,178,20160620 18:32:42,0,Loop,20160620 18:30:42,40540,p,5,514,Wilson,30203
